"sensor_id","data1","data2","date_time","location","data3"
"EC000000DCFC8E12","22.7","25.0","2018-04-04 01:40:17.055447","5","1.7"
"EA000000DD740712","22.6","25.0","2018-04-04 01:40:17.347445","6","1.6"
"735410EC5CCA42C3","24.6","22.0","2018-04-04 01:50:16.764354","1","1.5"
"EC000000DCFC8E12","22.7","26.0","2018-04-04 01:50:17.021353","5","2.2"
"EA000000DD740712","22.6","25.0","2018-04-04 01:50:17.298351","6","1.6"
"735410EC5CCA42C3","24.6","22.0","2018-04-04 02:00:16.770522","1","1.4"
"EC000000DCFC8E12","22.7","26.0","2018-04-04 02:00:17.053563","5","2.2"
"EA000000DD740712","22.6","25.0","2018-04-04 02:00:17.351812","6","1.6"
"735410EC5CCA42C3","24.5","22.0","2018-04-04 02:10:16.818285","1","1.4"
"EC000000DCFC8E12","22.7","26.0","2018-04-04 02:10:17.106485","5","2.2"
"EA000000DD740712","22.6","25.0","2018-04-04 02:10:17.420685","6","1.6"
"735410EC5CCA42C3","24.5","23.0","2018-04-04 02:20:16.814086","1","2.1"
"EC000000DCFC8E12","22.6","26.0","2018-04-04 02:20:17.157285","5","2.2"
"EA000000DD740712","22.6","25.0","2018-04-04 02:20:17.431884","6","1.6"
"735410EC5CCA42C3","24.5","23.0","2018-04-04 02:30:16.785422","1","2.0"
"EC000000DCFC8E12","22.6","26.0","2018-04-04 02:30:17.10442","5","2.1"
"EA000000DD740712","22.6","26.0","2018-04-04 02:30:17.390418","6","2.1"
"735410EC5CCA42C3","24.5","23.0","2018-04-04 02:40:16.807356","1","2.0"
"EC000000DCFC8E12","22.6","27.0","2018-04-04 02:40:17.076355","5","2.6"
"EA000000DD740712","22.6","26.0","2018-04-04 02:40:17.357353","6","2.1"
"735410EC5CCA42C3","24.6","23.0","2018-04-04 02:50:16.792879","1","2.1"
"EC000000DCFC8E12","22.6","27.0","2018-04-04 02:50:17.048677","5","2.6"
"EA000000DD740712","22.6","26.0","2018-04-04 02:50:17.332675","6","2.1"
"735410EC5CCA42C3","24.6","23.0","2018-04-04 03:00:16.782211","1","2.1"
"EC000000DCFC8E12","22.6","27.0","2018-04-04 03:00:17.06221","5","2.6"
"EA000000DD740712","22.5","26.0","2018-04-04 03:00:17.342608","6","2.1"
"735410EC5CCA42C3","24.5","24.0","2018-04-04 03:10:16.76013","1","2.7"
"EC000000DCFC8E12","22.6","27.0","2018-04-04 03:10:17.075529","5","2.6"
"EA000000DD740712","22.5","26.0","2018-04-04 03:10:17.357528","6","2.1"
"735410EC5CCA42C3","24.5","24.0","2018-04-04 03:20:16.752678","1","2.6"
"EC000000DCFC8E12","22.5","27.0","2018-04-04 03:20:17.041076","5","2.6"
"EA000000DD740712","22.5","27.0","2018-04-04 03:20:17.297675","6","2.6"
"735410EC5CCA42C3","24.6","24.0","2018-04-04 03:30:16.742184","1","2.7"
"EC000000DCFC8E12","22.5","28.0","2018-04-04 03:30:17.022582","5","3.1"
"EA000000DD740712","22.5","27.0","2018-04-04 03:30:17.32358","6","2.6"
"735410EC5CCA42C3","24.6","24.0","2018-04-04 03:40:16.740931","1","2.7"
"EC000000DCFC8E12","22.5","28.0","2018-04-04 03:40:17.074329","5","3.1"
"EA000000DD740712","22.5","27.0","2018-04-04 03:40:17.356928","6","2.6"
"735410EC5CCA42C3","24.5","24.0","2018-04-04 03:50:16.743674","1","2.6"
"EC000000DCFC8E12","22.5","28.0","2018-04-04 03:50:17.057873","5","3.1"
"EA000000DD740712","22.5","27.0","2018-04-04 03:50:17.344872","6","2.6"
"735410EC5CCA42C3","24.5","24.0","2018-04-04 04:00:16.705007","1","2.6"
"EC000000DCFC8E12","22.5","28.0","2018-04-04 04:00:16.979005","5","3.1"
"EA000000DD740712","22.5","27.0","2018-04-04 04:00:17.261404","6","2.5"
"735410EC5CCA42C3","24.4","25.0","2018-04-04 04:10:16.698179","1","3.1"
"EC000000DCFC8E12","22.5","28.0","2018-04-04 04:10:17.008577","5","3.1"
"EA000000DD740712","22.5","28.0","2018-04-04 04:10:17.255176","6","3.1"
"735410EC5CCA42C3","24.5","25.0","2018-04-04 04:20:16.73757","1","3.2"
"EC000000DCFC8E12","22.5","28.0","2018-04-04 04:20:17.021585","5","3.1"
"EA000000DD740712","22.4","28.0","2018-04-04 04:20:17.279604","6","3.0"
"735410EC5CCA42C3","24.5","25.0","2018-04-04 04:30:16.761453","1","3.2"
"EC000000DCFC8E12","22.5","28.0","2018-04-04 04:30:17.002052","5","3.1"
"EA000000DD740712","22.4","28.0","2018-04-04 04:30:17.310051","6","3.0"
"735410EC5CCA42C3","24.5","25.0","2018-04-04 04:40:16.723117","1","3.2"
"EC000000DCFC8E12","22.5","29.0","2018-04-04 04:40:17.014515","5","3.6"
"EA000000DD740712","22.4","28.0","2018-04-04 04:40:17.312713","6","3.0"
